Disaster,State,County,City,Zip Code,Valid Registrations,Average FEMA Inspected Damage,Total Inspected,Total Damage,No FEMA Inspected Damage,"FEMA Inspected Damage between $1 and $10,000","FEMA Inspected Damage between $10,001 and $20,000","FEMA Inspected Damage between $20,001 and $30,000","FEMA Inspected Damage > $30,000",Approved for FEMA Assistance,Total Approved IHP Amount,Repair/Replace Amount,Rental Amount,Other Needs Amount,"Approved between $1 and $10,000","Approved between $10,001 and $25,000","Approved between $25,001 and Max",Total Max Grants
4332,TX,Brazoria (County),SANTA FE,77510,1,9919.26,1,9919.26,0,1,0,0,0,1,13562.28,$0.00,1906,11656.28,0,1,0,0
4332,TX,Brazoria (County),SANTA FE,77517,3,6377.463333,3,19132.39,1,2,0,0,0,2,9066.19,7022.69,1948,95.5,2,0,0,0
4332,TX,Brazoria (County),SURFSIDE,77541,1,172,1,172,0,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Brazoria (County),SURFSIDE BEACH,77541,43,399.3992,25,9984.98,11,14,0,0,0,15,12154.24,1844.57,3554,6755.67,15,0,0,0
4332,TX,Brazoria (County),SWEENY,77480,1083,6607.413938,480,3171558.69,228,128,61,33,30,683,2409809.28,1571539.39,346675.83,491594.06,596,62,25,17
4332,TX,Brazoria (County),WEST COLUMBIA,77486,1179,5382.123411,475,2556508.62,250,132,40,31,22,749,2108615.5,1268279.56,333045.48,507290.46,681,41,27,11
4332,TX,Brazoria (County),WHARTON,77488,1,742.21,1,742.21,0,1,0,0,0,1,742.21,742.21,$0.00,$0.00,1,0,0,0
4332,TX,Caldwell (County),BUDA,78610,2,4728.69,2,9457.38,1,1,0,0,0,1,11959.38,9457.38,2502,$0.00,0,1,0,0
4332,TX,Caldwell (County),BURLESON,76028,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Caldwell (County),DALE,78616,51,2569.188333,48,123321.04,16,27,3,2,0,21,133035.31,84461.75,21216,27357.56,16,4,1,0
4332,TX,Caldwell (County),FENTRESS,78622,1,3447.51,1,3447.51,0,1,0,0,0,1,6805.51,3447.51,3358,$0.00,1,0,0,0
4332,TX,Caldwell (County),HARWOOD,78632,5,1193.88,5,5969.4,2,3,0,0,0,3,3190.35,188.36,2502,499.99,3,0,0,0
4332,TX,Caldwell (County),KYLE,78640,6,675.7,5,3378.5,3,2,0,0,0,1,3088,3088,$0.00,$0.00,1,0,0,0
4332,TX,Caldwell (County),LOCKHART,78644,77,1260.829318,44,55476.49,16,27,1,0,0,16,53336.98,34736.99,14500,4099.99,15,1,0,0
4332,TX,Caldwell (County),LULING,78648,38,2360.146552,29,68444.25,8,19,2,0,0,12,42765.6,19422.63,15654,7688.97,11,1,0,0
4332,TX,Caldwell (County),MARTINDALE,78655,5,327.742,5,1638.71,1,4,0,0,0,2,994.27,$0.00,$0.00,994.27,2,0,0,0
4332,TX,Caldwell (County),MAXWELL,78656,18,2588.364615,13,33648.74,4,7,2,0,0,3,26975.38,22427.38,4548,$0.00,2,1,0,0
4332,TX,Caldwell (County),PRAIRIE LEA,78661,3,413.32,3,1239.96,1,2,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Caldwell (County),RED ROCK,78662,3,423.3366667,3,1270.01,1,2,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Caldwell (County),UHLAND,78640,5,1912.762,5,9563.81,1,4,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Calhoun (County),CROSBY,77532,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Calhoun (County),HARRISON,77982,1,458.12,1,458.12,0,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Calhoun (County),KILLEEN,76549,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Calhoun (County),LOLITA,77979,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Calhoun (County),LONG MOTT,77979,2,9376.365,2,18752.73,0,1,1,0,0,2,3550.21,3300.22,$0.00,249.99,2,0,0,0
4332,TX,Calhoun (County),MADISONVILLE,77864,1,7020,1,7020,0,1,0,0,0,1,7020,5126.81,$0.00,1893.19,1,0,0,0
4332,TX,Calhoun (County),PALACIOS,77465,13,118.064,5,590.32,3,2,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4332,TX,Calhoun (County),POINT COMFORT,77978,41,856.9484615,13,11140.33,4,9,0,0,0,14,16406.97,5206.78,2246.66,8953.53,14,0,0,0
4332,TX,Calhoun (County),POINT COMFORT,77979,38,259.6557143,21,5452.77,6,15,0,0,0,12,7929.7,277.86,1066,6585.84,12,0,0,0
4332,TX,Calhoun (County),PORT LAVACA,77979,3124,1472.616247,1820,2680161.57,385,1400,28,1,6,1576,2701093.02,1249897.82,636724.05,814471.15,1540,33,3,1
4332,TX,Calhoun (County),PORT LAVAVCA,77979,1,196.46,1,196.46,0,1,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4332,TX,Calhoun (County),PORT O CONNOR,77982,202,1105.588378,111,122720.31,18,91,2,0,0,48,99994.47,56181.19,23602,20211.28,47,1,0,0
4332,TX,Calhoun (County),PORT OCONNOR,77982,2,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Calhoun (County),RICHARDSON,75081,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Calhoun (County),SEADRIFT,77983,561,3323.683677,378,1256352.43,49,302,19,2,6,257,987945.58,596948.01,206624.57,184373,235,16,6,3
4332,TX,Calhoun (County),TIVOLI,77990,29,4400.066087,23,101201.52,5,14,3,1,0,17,68208.29,38296.99,19709.75,10201.55,16,0,1,0
4332,TX,Calhoun (County),VICTORIA,77904,2,280.565,2,561.13,1,1,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4332,TX,Chambers (County),ANAHUAC,77514,711,4997.771886,562,2808747.8,149,301,77,24,11,357,2452930.46,1760629.79,315281.74,377018.93,263,69,25,8
4332,TX,Chambers (County),BAYTOWN,77520,4,2955.0825,4,11820.33,3,0,1,0,0,2,14272.33,11570.34,1952,749.99,1,1,0,0
4332,TX,Chambers (County),BAYTOWN,77521,358,19279.37859,334,6439312.45,31,51,94,93,65,306,4134598.54,3061419.43,792651.93,280527.18,139,111,56,27
4332,TX,Chambers (County),BAYTOWN,77522,1,20555.01,1,20555.01,0,0,0,1,0,1,20990.03,19953.52,$0.00,1036.51,0,1,0,0
4332,TX,Chambers (County),BAYTOWN,77523,1773,9356.053787,1426,13341732.7,312,456,477,129,52,1076,11004367.34,8204981.38,1912758.2,886627.76,535,465,76,33
4332,TX,Chambers (County),BEACH CITY,77523,52,3037.353143,35,106307.36,13,18,4,0,0,17,70272.21,56248.88,6665,7358.33,14,3,0,0
4332,TX,Chambers (County),COVE,77523,29,2009.675263,19,38183.83,11,6,2,0,0,8,44215.98,29524.62,12518,2173.36,6,2,0,0
4332,TX,Chambers (County),DAYTON,77535,93,5180.534722,72,372998.5,17,37,16,2,0,49,298522.36,246165.56,33164,19192.8,36,13,0,0
4332,TX,Chambers (County),HANKAME,77560,1,34326.95,1,34326.95,0,0,0,0,1,1,5143.99,$0.00,4394,749.99,1,0,0,0
4332,TX,Chambers (County),HANKAMER,77560,255,9406.400278,216,2031782.46,43,88,53,20,12,170,1744010.14,1267736.49,222036.4,254237.25,94,60,16,6
4332,TX,Chambers (County),HOUSTON,77009,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Chambers (County),LIBERTY,77575,6,1865.6,3,5596.8,1,2,0,0,0,2,4483.42,3983.42,$0.00,500,2,0,0,0
4332,TX,Chambers (County),MONT BELVIEU,77521,2,18388.785,2,36777.57,1,0,0,0,1,1,33300,28972.52,1594,2733.48,0,0,1,1
4332,TX,Chambers (County),MONT BELVIEU,77523,63,6066.248182,44,266914.92,19,12,6,5,2,21,182366.95,143557.93,26344,12465.02,12,7,2,1
4332,TX,Chambers (County),MONT BELVIEU,77535,21,7709.090667,15,115636.36,4,2,9,0,0,10,70324.51,57721.09,10353.45,2249.97,6,4,0,0
4332,TX,Chambers (County),MONT BELVIEU,77580,11,9956.937778,9,89612.44,2,2,4,1,0,6,54753.37,49194.68,1952,3606.69,3,3,0,0
4332,TX,Chambers (County),OAK ISLAND,77514,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Chambers (County),OLD RIVER,77523,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Chambers (County),OLD RIVER WINFREE,77535,10,4215.793,10,42157.93,1,7,2,0,0,8,45125.38,34385.09,7254,3486.29,6,2,0,0
4332,TX,Chambers (County),OLD RIVER-WINFREE,77535,23,2627.528889,18,47295.52,6,10,2,0,0,8,38589.02,26726.01,7450,4413.01,7,1,0,0
4332,TX,Chambers (County),PEARLAND,77584,1,4636.52,1,4636.52,0,1,0,0,0,1,7548.52,3985.02,2912,651.5,1,0,0,0
4332,TX,Chambers (County),SPRING,77380,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Chambers (County),STOWELL,77661,51,3496.633333,42,146858.6,6,32,3,0,1,28,115634.51,84167.25,13174,18293.26,27,0,1,1
4332,TX,Chambers (County),STOWELL,77665,38,3846.627353,34,130785.33,6,23,3,2,0,18,85615.95,57685.09,13598,14332.86,16,2,0,0
4332,TX,Chambers (County),WALLISVILLE,77527,1,401.76,1,401.76,0,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Chambers (County),WALLISVILLE,77597,99,2576.909375,80,206152.75,22,51,7,0,0,40,168858.88,114232.78,25296,29330.1,33,7,0,0
4332,TX,Chambers (County),WINNIE,77484,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Chambers (County),WINNIE,77665,780,6347.941478,636,4037290.78,138,332,97,53,16,429,2953732.63,2201789.6,449373.21,302569.82,312,93,24,12
4332,TX,Colorado (County),ALLEYTON,78935,41,2571.341176,34,87425.6,10,23,0,1,0,17,71728.46,52393.7,6672,12662.76,15,1,1,0
4332,TX,Colorado (County),ALTAIR,77412,10,578.2522222,9,5204.27,4,5,0,0,0,3,1500,$0.00,$0.00,1500,3,0,0,0
4332,TX,Colorado (County),BRYAN,77801,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Colorado (County),CAT SPRING,78933,4,0,1,0,1,0,0,0,0,1,7473,$0.00,$0.00,7473,1,0,0,0
4332,TX,Colorado (County),COLUMBUS,78934,239,6652.684885,174,1157567.17,44,74,47,6,3,112,841933.8,554664.77,111744.5,175524.53,73,33,6,1
4332,TX,Colorado (County),EAGLE LAKE,77434,145,2732.570632,95,259594.21,36,50,5,2,2,53,174560.74,124271.47,14330,35959.27,47,5,1,1
4332,TX,Colorado (County),FAYETTEVILLE,78940,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Colorado (County),GARWOOD,77442,25,2128.813889,18,38318.65,5,11,2,0,0,9,34453.1,25337.66,4376,4739.44,7,2,0,0
4332,TX,Colorado (County),GLIDDEN,78943,7,31.672,5,158.36,3,2,0,0,0,2,1000,$0.00,$0.00,1000,2,0,0,0
4332,TX,Colorado (County),LUFKIN,75904,1,0,1,0,1,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4332,TX,Colorado (County),NEW ULM,78950,4,369.0125,4,1476.05,1,3,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4332,TX,Colorado (County),OAKLAND,78951,6,746.895,6,4481.37,1,5,0,0,0,2,1497.38,$0.00,$0.00,1497.38,2,0,0,0
4332,TX,Colorado (County),ROCK ISLAND,77470,4,135.6875,4,542.75,2,2,0,0,0,1,400.13,$0.00,$0.00,400.13,1,0,0,0
4332,TX,Colorado (County),SEALY,77474,1,27262.89,1,27262.89,0,0,0,1,0,1,1094,$0.00,1094,$0.00,1,0,0,0
4332,TX,Colorado (County),SHERIDAN,77475,12,549.983,10,5499.83,5,5,0,0,0,1,5341.66,4247.66,1094,$0.00,1,0,0,0
4332,TX,Colorado (County),WEIMAR,78962,71,398.4941026,39,15541.27,14,25,0,0,0,18,16251.41,2898.34,5532,7821.07,18,0,0,0
4332,TX,DeWitt (County),CUERO,77954,752,1781.032505,547,974224.78,156,373,15,2,1,228,558157.56,356589.54,95601.95,105966.07,216,11,1,0
4332,TX,DeWitt (County),DALLAS,75205,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,DeWitt (County),GONZALES,78629,2,618.25,2,1236.5,1,1,0,0,0,1,1236.5,1236.5,$0.00,$0.00,1,0,0,0
4332,TX,DeWitt (County),MEYERSVILLE,77974,8,322.33,5,1611.65,2,3,0,0,0,1,749.55,749.55,$0.00,$0.00,1,0,0,0
4332,TX,DeWitt (County),NORDHEIM,78141,36,1090.7625,24,26178.3,5,19,0,0,0,5,7735.62,4752.12,1374,1609.5,5,0,0,0
4332,TX,DeWitt (County),SHINER,77984,1,819.94,1,819.94,0,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,DeWitt (County),THOMASTON,77989,11,1346.663,10,13466.63,2,8,0,0,0,6,13675.03,9609.23,1938,2127.8,6,0,0,0
4332,TX,DeWitt (County),WESTHOFF,77994,11,790.3045455,11,8693.35,5,6,0,0,0,4,8552.67,3254.78,2224,3073.89,4,0,0,0
4332,TX,DeWitt (County),YOAKUM,77995,84,621.0507018,57,35399.89,21,36,0,0,0,17,28184.67,16589.72,3082,8512.95,16,1,0,0
4332,TX,DeWitt (County),YOR,78164,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,DeWitt (County),YORKTOWN,78164,100,575.3352381,63,36246.12,27,36,0,0,0,17,25776.74,12774.17,3554,9448.57,17,0,0,0
4332,TX,Fayette (County),CARMINE,78932,6,179.3,6,1075.8,5,1,0,0,0,3,2075.8,1075.8,$0.00,1000,3,0,0,0
4332,TX,Fayette (County),ELLINGER,78938,5,26.45,4,105.8,3,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Fayette (County),FAYETTEVILLE,78940,14,1319.098571,14,18467.38,6,8,0,0,0,9,17885.91,1727.98,2522,13635.93,9,0,0,0
4332,TX,Fayette (County),FLATONIA,78941,27,1156.65,24,27759.6,12,11,1,0,0,12,15630.45,9033.18,1124,5473.27,12,0,0,0
4332,TX,Fayette (County),LA GRANGE,78945,422,21781.56416,327,7122571.48,54,65,34,33,141,244,4656410.49,3950668.91,303690.54,402051.04,85,45,114,73
4332,TX,Fayette (County),LEDBETTER,78946,7,6898.406,5,34492.03,2,2,0,0,1,2,13625.98,$0.00,9046,4579.98,1,1,0,0
4332,TX,Fayette (County),LEGRANGE,78945,1,60.32,1,60.32,0,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Fayette (County),MULDOON,78949,4,183.815,4,735.26,3,1,0,0,0,1,1803.26,735.26,1068,$0.00,1,0,0,0
4332,TX,Fayette (County),PLUM,78952,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Fayette (County),ROUND TOP,78954,8,1295.18875,8,10361.51,3,5,0,0,0,2,9508.54,9008.54,$0.00,500,2,0,0,0
4332,TX,Fayette (County),SCHULENBURG,78956,73,1501.796296,54,81097,11,42,1,0,0,24,75019.52,44484.83,19338,11196.69,23,1,0,0
4332,TX,Fayette (County),SEALY,77474,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Fayette (County),SMITHVILLE,78957,6,7331.92,6,43991.52,1,3,1,1,0,5,6016.42,98.92,4272,1645.5,5,0,0,0
4332,TX,Fayette (County),WAELDER,78959,4,400.5633333,3,1201.69,1,2,0,0,0,1,2665.53,1097.53,1068,500,1,0,0,0
4332,TX,Fayette (County),WEST POINT,78963,14,1256.511,10,12565.11,1,9,0,0,0,4,7403.21,2014.32,2544,2844.89,4,0,0,0
4332,TX,Fayette (County),WINCHESTER,78945,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Fort Bend (County),ARCOLA,77583,88,6663.777297,74,493119.52,12,39,17,5,1,53,470967.75,363445.34,51023,56499.41,31,19,3,1
4332,TX,Fort Bend (County),ARCONA,77583,1,5152.92,1,5152.92,0,1,0,0,0,1,12530.73,4105.94,3688,4736.79,0,1,0,0
4332,TX,Fort Bend (County),BEASLEY,77417,123,3521.09908,87,306335.62,33,42,7,3,2,52,289175.95,216165.67,42711,30299.28,40,10,2,2
4332,TX,Fort Bend (County),BOLING,77420,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Fort Bend (County),BOOTH,77469,2,1738.105,2,3476.21,0,2,0,0,0,1,5444.65,1290.64,2086.68,2067.33,1,0,0,0
4332,TX,Fort Bend (County),BROOKSHIRE,77423,40,8548.342258,31,264998.61,10,7,9,5,0,23,145552.52,74100.19,44933.46,26518.87,17,6,0,0
4332,TX,Fort Bend (County),BUDA,78610,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Fort Bend (County),CHINA SPRING,76633,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Fort Bend (County),COLUMBUS,78934,1,2258.4,1,2258.4,0,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Fort Bend (County),DAMON,77430,30,4986.19087,23,114682.39,4,14,3,2,0,15,54035.94,34846.03,13126,6063.91,13,2,0,0
4332,TX,Fort Bend (County),EAST BERNARD,77435,12,4359.80875,8,34878.47,3,4,0,1,0,6,13410.83,2906.83,8504,2000,6,0,0,0
4332,TX,Fort Bend (County),FORT WORTH,76135,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Fort Bend (County),FOUR CORNERS,77498,1,9926.75,1,9926.75,0,1,0,0,0,1,11641.83,9509.83,2132,$0.00,0,1,0,0
4332,TX,Fort Bend (County),FREEPORT,77541,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Fort Bend (County),FRESNO,77545,2128,1418.871177,1147,1627445.24,616,475,37,13,6,688,1577272.24,954497.1,226876,395899.14,640,40,8,1
4332,TX,Fort Bend (County),FRESNO,77583,4,5210.245,4,20840.98,0,3,1,0,0,3,20992.31,18040.31,1952,1000,2,1,0,0
4332,TX,Fort Bend (County),FULSHEAR,77406,3,7957.563333,3,23872.69,0,2,1,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4332,TX,Fort Bend (County),FULSHEAR,77441,365,9613.021481,216,2076412.64,85,51,32,34,14,181,1356376.78,969451.89,201481.43,185443.46,132,29,20,11
4332,TX,Fort Bend (County),GUY,77444,47,6455.869773,44,284058.27,15,15,9,4,1,31,226850.56,160217.61,47982.55,18650.4,21,9,1,1
4332,TX,Fort Bend (County),HOUISTON,77083,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Fort Bend (County),HOUSTON,77004,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Fort Bend (County),HOUSTON,77026,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Fort Bend (County),HOUSTON,77030,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Fort Bend (County),HOUSTON,77033,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Fort Bend (County),HOUSTON,77035,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Fort Bend (County),HOUSTON,77040,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Fort Bend (County),HOUSTON,77052,1,0,1,0,1,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4332,TX,Fort Bend (County),HOUSTON,77053,1014,996.3533165,594,591833.87,233,348,12,1,0,306,567583.97,272234.69,66833.9,228515.38,291,14,1,0
4332,TX,Fort Bend (County),HOUSTON,77061,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Fort Bend (County),HOUSTON,77063,1,174.32,1,174.32,0,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Fort Bend (County),HOUSTON,77071,4,246.33,4,985.32,0,4,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Fort Bend (County),HOUSTON,77072,1,9170.55,1,9170.55,0,1,0,0,0,1,11302.55,8242.29,2132,928.26,0,1,0,0
4332,TX,Fort Bend (County),HOUSTON,77082,2,0,2,0,2,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Fort Bend (County),HOUSTON,77083,948,653.0574414,469,306283.94,177,285,5,2,0,187,256322.4,121208.7,14920,120193.7,181,5,1,0
4332,TX,Fort Bend (County),HOUSTON,77084,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Fort Bend (County),HOUSTON,77085,10,953.025,6,5718.15,2,4,0,0,0,2,5824.99,5824.99,$0.00,$0.00,2,0,0,0
4332,TX,Fort Bend (County),HOUSTON,77089,2,7550.665,2,15101.33,0,1,1,0,0,2,6750.67,$0.00,2912,3838.67,2,0,0,0
4332,TX,Fort Bend (County),HOUSTON,77096,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Fort Bend (County),HOUSTON,77099,15,563.2675,8,4506.14,4,4,0,0,0,2,622.26,172.28,$0.00,449.98,2,0,0,0
4332,TX,Fort Bend (County),HOUSTON,77406,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Fort Bend (County),HOUSTON,77450,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Fort Bend (County),HOUSTON,77478,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Fort Bend (County),HOUSTON,77489,16,394.38875,8,3155.11,6,2,0,0,0,7,8173.14,2261.14,2912,3000,7,0,0,0
4332,TX,Fort Bend (County),HOUSTON,77494,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Fort Bend (County),HOUSTON,77498,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Fort Bend (County),HUMBLE,77346,1,0,1,0,1,0,0,0,0,1,9000,$0.00,$0.00,9000,1,0,0,0
4332,TX,Fort Bend (County),KATY,77449,10,250.52625,8,2004.21,6,2,0,0,0,1,1474.98,$0.00,$0.00,1474.98,1,0,0,0
4332,TX,Fort Bend (County),KATY,77450,2927,19113.87891,2558,48893302.25,251,140,956,887,324,2439,36368644.09,28189556.41,6090783.98,2088303.7,865,1113,461,129
4332,TX,Fort Bend (County),KATY,77493,18,9967.730667,15,149515.96,5,3,3,4,0,11,82854.88,57085.75,14314,11455.13,7,3,1,0
4332,TX,Fort Bend (County),KATY,77494,1516,4118.297675,744,3064013.47,364,250,76,39,15,458,1974290.45,1480687.24,257322.48,236280.73,375,71,12,4
4332,TX,Fort Bend (County),KENDLETON,77417,1,644,1,644,0,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Fort Bend (County),KENDLETON,77451,48,1185.017568,37,43845.65,13,23,1,0,0,16,31275.44,16471.27,4702,10102.17,15,1,0,0
4332,TX,Fort Bend (County),KTY,77450,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Fort Bend (County),MEADOWS PLACE,77477,85,774.1004444,45,34834.52,17,28,0,0,0,18,21049.71,9919.72,3380,7749.99,17,1,0,0
4332,TX,Fort Bend (County),MISSION BEND,77083,1,123.68,1,123.68,0,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Fort Bend (County),MISSOURI,77459,2,0,2,0,2,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Fort Bend (County),MISSOURI CITY,77071,1,55.2,1,55.2,0,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Fort Bend (County),MISSOURI CITY,77459,5915,1409.152589,2202,3102954,1117,967,82,27,9,2494,3333537.95,1740099.57,310205.73,1283232.65,2402,73,19,7
4332,TX,Fort Bend (County),MISSOURI CITY,77479,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Fort Bend (County),MISSOURI CITY,77489,3179,717.3712863,1687,1210205.36,711,955,17,2,1,814,1007648.28,466313.6,132495,408839.68,794,20,0,0
4332,TX,Fort Bend (County),MISSOURI CITY,77545,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Fort Bend (County),MISSOURICITY,77459,2,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Fort Bend (County),MISSOURICITY,77489,2,283.3,2,566.6,1,1,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4332,TX,Fort Bend (County),NEEDVILLE,77461,395,3409.788713,272,927462.53,93,146,19,10,4,159,662243.53,435873.18,146255.13,80115.22,140,15,4,2
4332,TX,Fort Bend (County),ORCHARD,77464,13,1643.941,10,16439.41,5,4,1,0,0,2,15063.59,10211.41,2132,2720.18,1,1,0,0
4332,TX,Fort Bend (County),ORCHARD,77485,2,0,2,0,2,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Fort Bend (County),PATTISON,77423,1,22.08,1,22.08,0,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Fort Bend (County),PEARLAND,77545,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Fort Bend (County),PEARLAND,77584,113,86.45566667,30,2593.67,22,8,0,0,0,16,9676.92,1411.33,$0.00,8265.59,16,0,0,0
4332,TX,Fort Bend (County),PECAN DRIVE,77498,1,13565.71,1,13565.71,0,0,1,0,0,1,2718.9,$0.00,$0.00,2718.9,1,0,0,0
4332,TX,Fort Bend (County),PECAN GROVE,77406,2,0,2,0,2,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Fort Bend (County),RICHM,77469,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Fort Bend (County),RICHMON,77406,1,0,1,0,1,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
